id,nombre,precio,cantidad,en_stock,fecha_ingreso
10451,Adaptador Bluetooth Modelo 633,404.08,30,si,2025-03-09
10452,Disco Duro Modelo 197,29.87,40,si,2025-07-01
10453,Joystick Modelo 666,1293.41,38,si,2025-02-25
10454,Laptop Modelo 589,1191.82,12,si,2025-07-09
10455,Parlantes Modelo 803,1042.65,29,si,2025-01-31
10456,Procesador Modelo 240,916.03,3,si,2025-02-15
10457,Mouse Modelo 429,1903.02,19,si,2025-04-04
10458,Tarjeta Madre Modelo 389,1397.77,34,si,2025-06-07
10459,Escaner Modelo 649,811.31,17,si,2025-07-18
10460,Procesador Modelo 503,1703.33,35,si,2025-02-11
10461,Smartwatch Modelo 535,218.95,28,si,2025-03-12
10462,Webcam Modelo 172,487.97,29,si,2025-03-06
10463,Webcam Modelo 285,1471.75,44,si,2025-06-19
10464,Procesador Modelo 867,224.78,27,si,2025-07-10
10465,Memoria RAM Modelo 263,746.87,46,si,2025-05-15
10466,Proyector Modelo 278,299.28,6,si,2025-04-08
10467,Impresora Modelo 335,1647.74,21,si,2025-03-31
10468,Escaner Modelo 901,1086.92,35,si,2025-03-08
10469,Memoria RAM Modelo 145,77.16,4,si,2025-02-19
10470,Parlantes Modelo 661,178.56,5,si,2025-04-11
10471,Tarjeta de Video Modelo 785,160.78,32,si,2025-06-02
10472,Adaptador Bluetooth Modelo 463,1818.57,29,si,2025-07-11
10473,Impresora Modelo 526,1338.38,42,si,2025-05-09
10474,Monitor Modelo 666,1146.71,1,si,2025-05-27
10475,Tarjeta de Video Modelo 986,1582.85,34,si,2025-07-14
10476,Tarjeta Madre Modelo 153,718.82,12,si,2025-06-11
10477,Parlantes Modelo 574,1236.71,10,si,2025-03-10
10478,Camara IP Modelo 301,1458.05,21,si,2025-06-23
10479,Case Modelo 424,1350.37,49,si,2025-05-04
10480,Joystick Modelo 908,1915.23,45,si,2025-05-22
10481,Cable HDMI Modelo 961,443.39,3,si,2025-06-20
10482,Cooler Modelo 979,1637.01,46,si,2025-07-14
10483,Fuente de Poder Modelo 355,420.01,4,si,2025-01-27
10484,Hub USB Modelo 586,525.12,30,si,2025-02-17
10485,Laptop Modelo 702,363.25,12,si,2025-04-23
10486,Tarjeta de Video Modelo 157,1815.88,8,si,2025-04-18
10487,Laptop Modelo 805,506.12,28,si,2025-06-19
10488,Impresora Modelo 140,1822.11,7,si,2025-04-20
10489,Proyector Modelo 845,1100.66,43,si,2025-02-13
10490,Mouse Modelo 553,1703.94,31,si,2025-03-19
10491,Tablet Modelo 824,1394.87,24,si,2025-03-03
10492,Proyector Modelo 941,307.68,10,si,2025-04-01
10493,Proyector Modelo 812,1696.83,10,si,2025-03-31
10494,Microfono Modelo 604,973.57,32,si,2025-06-19
10495,Camara IP Modelo 450,729.3,43,si,2025-01-28
10496,Auriculares Modelo 941,1609.82,34,si,2025-02-13
10497,Escaner Modelo 723,640.02,11,si,2025-03-06
10498,Adaptador Bluetooth Modelo 922,1611.61,8,si,2025-06-21
10499,Cable HDMI Modelo 569,1859.81,28,si,2025-04-26
10500,Cable HDMI Modelo 666,609.9,14,si,2025-07-03
10501,Laptop Modelo 174,1170.15,2,si,2025-06-02
10502,Camara IP Modelo 239,1095.23,48,si,2025-02-09
10503,Smartwatch Modelo 131,653.89,45,si,2025-03-24
10504,Impresora Modelo 190,1066.99,35,si,2025-02-21
10505,Smartwatch Modelo 595,561.52,37,si,2025-04-16
10506,Consola de Juegos Modelo 189,110.38,43,si,2025-05-19
10507,Impresora Modelo 263,396.43,37,si,2025-04-03
10508,Cooler Modelo 241,202.67,33,si,2025-06-08
10509,Teclado Modelo 295,406.65,14,si,2025-07-18
10510,Escaner Modelo 297,584.18,15,si,2025-07-23
10511,Fuente de Poder Modelo 834,135.34,28,si,2025-02-18
10512,Parlantes Modelo 247,160.61,10,si,2025-05-15
10513,Hub USB Modelo 157,1761.2,33,si,2025-04-09
10514,Tarjeta Madre Modelo 199,1142.95,33,si,2025-04-19
10515,Case Modelo 254,1203.5,22,si,2025-05-29
10516,Hub USB Modelo 684,1313.21,1,si,2025-06-09
10517,Impresora Modelo 384,1900.81,6,si,2025-03-07
10518,Tablet Modelo 865,123.13,25,si,2025-06-20
10519,Memoria RAM Modelo 625,1378.4,29,si,2025-04-12
10520,Tarjeta Madre Modelo 253,1057.12,43,si,2025-05-22
10521,Cable HDMI Modelo 333,400.41,41,si,2025-02-24
10522,Laptop Modelo 946,392.09,34,si,2025-04-08
10523,Consola de Juegos Modelo 672,1575.82,17,si,2025-04-12
10524,Monitor Modelo 353,1647.43,41,si,2025-03-15
10525,Case Modelo 496,1347.5,50,si,2025-03-06
10526,Adaptador Bluetooth Modelo 851,1501.92,7,si,2025-07-05
10527,Camara IP Modelo 938,1535.72,47,si,2025-03-19
10528,Parlantes Modelo 798,1987.79,2,si,2025-01-28
10529,Smartphone Modelo 439,574.44,32,si,2025-05-22
10530,Disco Duro Modelo 453,1436.92,36,si,2025-01-25
10531,Procesador Modelo 548,325.17,21,si,2025-07-07
10532,Teclado Modelo 673,1398.79,45,si,2025-01-30
10533,Joystick Modelo 470,1189.89,12,si,2025-05-09
10534,Proyector Modelo 323,269.71,40,si,2025-06-04
10535,Case Modelo 145,1143.0,33,si,2025-05-09
10536,Smartphone Modelo 290,1083.47,46,si,2025-03-28
10537,Proyector Modelo 892,877.47,20,si,2025-05-07
10538,Fuente de Poder Modelo 724,1346.9,1,si,2025-05-25
10539,Tablet Modelo 570,836.18,36,si,2025-06-28
10540,Router Modelo 706,1077.11,43,si,2025-02-07
10541,Procesador Modelo 765,103.6,34,si,2025-02-10
10542,Case Modelo 946,1312.39,28,si,2025-02-03
10543,Cable HDMI Modelo 896,1660.45,19,si,2025-07-10
10544,Cooler Modelo 587,1548.53,31,si,2025-07-12
10545,Webcam Modelo 282,346.83,8,si,2025-03-21
10546,Tablet Modelo 966,974.71,39,si,2025-05-06
10547,Smartwatch Modelo 667,677.94,15,si,2025-05-27
10548,Impresora Modelo 116,402.62,36,si,2025-06-03
10549,Webcam Modelo 773,1879.4,7,si,2025-01-29
10550,Parlantes Modelo 471,330.51,26,si,2025-03-28
10551,Tarjeta de Video Modelo 525,1847.91,41,si,2025-03-19
10552,SSD Externo Modelo 885,828.35,44,si,2025-02-04
10553,Consola de Juegos Modelo 518,305.43,8,si,2025-04-15
10554,Tarjeta Madre Modelo 944,1591.04,32,si,2025-05-02
10555,Fuente de Poder Modelo 697,1843.77,28,si,2025-03-27
10556,Monitor Modelo 121,1094.9,20,si,2025-02-10
10557,Laptop Modelo 776,584.66,42,si,2025-03-25
10558,Router Modelo 111,1586.73,43,si,2025-05-30
10559,Microfono Modelo 115,492.3,37,si,2025-02-19
10560,Disco Duro Modelo 922,804.56,14,si,2025-07-12
10561,Monitor Modelo 379,1938.28,49,si,2025-05-07
10562,Joystick Modelo 830,1632.86,38,si,2025-04-18
10563,Camara IP Modelo 326,1109.4,26,si,2025-01-30
10564,Escaner Modelo 625,25.69,2,si,2025-03-04
10565,Proyector Modelo 882,1585.86,7,si,2025-05-28
10566,Router Modelo 838,76.68,1,si,2025-02-02
10567,SSD Externo Modelo 958,909.11,24,si,2025-06-21
10568,Procesador Modelo 766,999.15,22,si,2025-06-19
10569,Smartwatch Modelo 548,840.65,18,si,2025-06-18
10570,Tablet Modelo 345,1854.64,23,si,2025-05-30
10571,Fuente de Poder Modelo 992,1228.52,28,si,2025-06-23
10572,Tarjeta Madre Modelo 673,901.02,44,si,2025-04-13
10573,Tarjeta de Video Modelo 667,965.45,46,si,2025-05-26
10574,Consola de Juegos Modelo 902,1836.08,50,si,2025-07-10
10575,Smartphone Modelo 299,1643.99,50,si,2025-02-02
10576,Disco Duro Modelo 523,1966.05,35,si,2025-03-19
10577,Joystick Modelo 973,1667.04,23,si,2025-04-15
10578,Procesador Modelo 766,498.09,2,si,2025-07-04
10579,Case Modelo 962,856.38,30,si,2025-07-23
10580,Memoria RAM Modelo 719,1174.12,43,si,2025-05-15
10581,Router Modelo 123,1906.09,48,si,2025-02-21
10582,Procesador Modelo 528,121.16,12,si,2025-05-06
10583,Webcam Modelo 888,1541.46,50,si,2025-05-12
10584,Cable HDMI Modelo 297,1687.68,37,si,2025-07-08
10585,Tarjeta Madre Modelo 201,1737.08,2,si,2025-04-21
10586,Tablet Modelo 924,520.73,39,si,2025-07-04
10587,Consola de Juegos Modelo 871,734.11,38,si,2025-04-09
10588,Disco Duro Modelo 981,1890.55,25,si,2025-02-09
10589,Procesador Modelo 769,1751.47,10,si,2025-04-19
10590,Laptop Modelo 207,296.77,41,si,2025-04-09
10591,Auriculares Modelo 243,1899.67,38,si,2025-02-14
10592,Memoria RAM Modelo 281,266.26,20,si,2025-05-03
10593,Router Modelo 618,1744.57,1,si,2025-04-16
10594,Proyector Modelo 704,228.19,3,si,2025-07-09
10595,Microfono Modelo 982,1361.14,7,si,2025-04-16
10596,Case Modelo 216,164.13,6,si,2025-01-25
10597,Proyector Modelo 622,743.75,3,si,2025-03-11
10598,Cooler Modelo 930,842.39,16,si,2025-01-30
10599,Consola de Juegos Modelo 104,1423.36,6,si,2025-05-17
10600,Camara IP Modelo 261,262.1,30,si,2025-06-06
10601,Tarjeta Madre Modelo 675,1081.41,40,si,2025-02-25
10602,Case Modelo 245,616.54,6,si,2025-05-29
10603,Cooler Modelo 944,387.03,37,si,2025-02-04
10604,Cable HDMI Modelo 337,1370.24,1,si,2025-06-17
10605,Consola de Juegos Modelo 162,1283.45,5,si,2025-07-10
10606,Teclado Modelo 125,1003.13,5,si,2025-05-26
10607,Laptop Modelo 591,1793.0,40,si,2025-04-26
10608,Smartwatch Modelo 245,1952.74,21,si,2025-05-05
10609,Tablet Modelo 599,93.09,9,si,2025-02-25
10610,Adaptador Bluetooth Modelo 601,621.57,1,si,2025-06-09
10611,Procesador Modelo 313,126.16,11,si,2025-05-08
10612,Webcam Modelo 597,822.91,43,si,2025-06-21
10613,Auriculares Modelo 324,1177.3,50,si,2025-07-23
10614,Fuente de Poder Modelo 572,55.29,48,si,2025-06-16
10615,Monitor Modelo 536,585.02,39,si,2025-04-30
10616,Camara IP Modelo 858,1558.97,27,si,2025-01-28
10617,Laptop Modelo 353,305.13,14,si,2025-07-19
10618,Smartwatch Modelo 318,411.82,15,si,2025-03-19
10619,Joystick Modelo 714,1106.39,42,si,2025-03-06
10620,Mouse Modelo 485,1157.59,40,si,2025-03-21
10621,Consola de Juegos Modelo 576,1785.6,32,si,2025-07-01
10622,Escaner Modelo 145,77.55,18,si,2025-06-20
10623,SSD Externo Modelo 503,1426.76,40,si,2025-01-26
10624,Tablet Modelo 377,504.0,35,si,2025-04-05
10625,Procesador Modelo 718,858.56,15,si,2025-04-16
10626,Tarjeta Madre Modelo 480,1414.52,13,si,2025-02-21
10627,Joystick Modelo 116,1099.66,18,si,2025-02-11
10628,Webcam Modelo 407,148.39,41,si,2025-07-23
10629,Procesador Modelo 324,1641.37,41,si,2025-07-17
10630,Joystick Modelo 248,1482.14,39,si,2025-05-29
10631,Parlantes Modelo 827,944.54,24,si,2025-04-17
10632,Laptop Modelo 241,1510.48,20,si,2025-04-23
10633,Laptop Modelo 349,473.11,8,si,2025-03-17
10634,Case Modelo 543,192.94,22,si,2025-03-30
10635,Escaner Modelo 784,1014.73,35,si,2025-07-01
10636,Smartwatch Modelo 535,242.38,38,si,2025-03-24
10637,Microfono Modelo 455,161.59,46,si,2025-02-11
10638,Smartphone Modelo 931,885.36,22,si,2025-07-19
10639,Webcam Modelo 153,316.29,40,si,2025-03-22
10640,Hub USB Modelo 501,1525.17,3,si,2025-06-13
10641,Cooler Modelo 709,194.9,4,si,2025-07-15
10642,Webcam Modelo 978,739.74,26,si,2025-07-13
10643,Disco Duro Modelo 997,638.39,9,si,2025-03-24
10644,Laptop Modelo 631,1580.75,22,si,2025-02-12
10645,Microfono Modelo 614,1797.09,6,si,2025-02-12
10646,Tarjeta Madre Modelo 573,475.46,5,si,2025-07-02
10647,Escaner Modelo 385,223.5,8,si,2025-02-18
10648,Webcam Modelo 498,776.61,2,si,2025-01-25
10649,Memoria RAM Modelo 197,36.13,14,si,2025-07-14
10650,Auriculares Modelo 727,279.95,39,si,2025-03-01
10651,Monitor Modelo 475,725.57,26,si,2025-04-29
10652,Smartphone Modelo 266,1022.13,39,si,2025-04-30
10653,Cooler Modelo 712,1969.44,44,si,2025-04-25
10654,Adaptador Bluetooth Modelo 145,1071.9,1,si,2025-06-13
10655,Tarjeta de Video Modelo 880,404.91,39,si,2025-06-26
10656,Auriculares Modelo 596,1893.53,0,no,2025-04-04
10657,Smartphone Modelo 843,43.49,16,si,2025-06-26
10658,Adaptador Bluetooth Modelo 103,1028.57,46,si,2025-05-16
10659,Tablet Modelo 410,1122.46,38,si,2025-04-11
10660,Joystick Modelo 562,626.27,21,si,2025-05-05
10661,Impresora Modelo 908,748.31,47,si,2025-04-12
10662,Escaner Modelo 679,1219.25,36,si,2025-04-28
10663,Proyector Modelo 981,629.56,38,si,2025-03-17
10664,Mouse Modelo 148,1330.9,33,si,2025-03-31
10665,Hub USB Modelo 573,1359.06,17,si,2025-05-21
10666,Memoria RAM Modelo 306,435.38,38,si,2025-05-03
10667,Tablet Modelo 511,1543.82,6,si,2025-06-21
10668,Teclado Modelo 286,120.08,11,si,2025-05-04
10669,Fuente de Poder Modelo 264,322.78,46,si,2025-07-13
10670,Mouse Modelo 772,275.25,38,si,2025-03-14
10671,Disco Duro Modelo 437,349.95,15,si,2025-03-10
10672,Tablet Modelo 646,582.7,18,si,2025-02-03
10673,Parlantes Modelo 653,1523.63,49,si,2025-04-08
10674,Smartphone Modelo 778,1047.79,39,si,2025-06-03
10675,Cooler Modelo 210,453.73,34,si,2025-04-10
10676,Mouse Modelo 235,909.03,2,si,2025-02-25
10677,Laptop Modelo 514,1509.53,5,si,2025-07-24
10678,Mouse Modelo 989,26.26,19,si,2025-03-13
10679,Cooler Modelo 342,657.42,24,si,2025-03-04
10680,Case Modelo 424,265.91,12,si,2025-04-25
10681,Teclado Modelo 335,680.56,35,si,2025-06-21
10682,Camara IP Modelo 636,342.75,49,si,2025-05-28
10683,Case Modelo 435,338.96,43,si,2025-04-16
10684,Adaptador Bluetooth Modelo 267,277.93,34,si,2025-05-10
10685,SSD Externo Modelo 104,1950.78,31,si,2025-04-21
10686,Smartphone Modelo 525,287.83,9,si,2025-06-24
10687,Consola de Juegos Modelo 447,888.32,31,si,2025-05-28
10688,Microfono Modelo 524,1757.02,21,si,2025-07-22
10689,Camara IP Modelo 746,218.02,21,si,2025-06-22
10690,Webcam Modelo 788,551.75,29,si,2025-05-03
10691,Monitor Modelo 263,469.47,31,si,2025-07-14
10692,Monitor Modelo 443,863.65,22,si,2025-02-07
10693,Case Modelo 823,217.69,26,si,2025-03-12
10694,Smartphone Modelo 956,1640.34,23,si,2025-04-24
10695,Tablet Modelo 282,29.23,2,si,2025-04-09
10696,Parlantes Modelo 176,1570.52,32,si,2025-04-25
10697,Mouse Modelo 279,1421.86,8,si,2025-04-02
10698,Microfono Modelo 570,115.68,20,si,2025-06-03
10699,Monitor Modelo 440,945.73,39,si,2025-04-28
10700,Webcam Modelo 576,156.19,5,si,2025-02-16
10701,Adaptador Bluetooth Modelo 670,928.3,5,si,2025-05-09
10702,Microfono Modelo 566,1954.72,14,si,2025-04-02
10703,Monitor Modelo 290,527.69,49,si,2025-06-12
10704,Escaner Modelo 525,126.07,30,si,2025-07-08
10705,Parlantes Modelo 673,611.84,49,si,2025-06-07
10706,Consola de Juegos Modelo 652,183.32,44,si,2025-04-04
10707,Consola de Juegos Modelo 510,1600.2,14,si,2025-05-26
10708,Mouse Modelo 245,1830.87,35,si,2025-05-10
10709,Adaptador Bluetooth Modelo 849,646.44,1,si,2025-01-27
10710,Proyector Modelo 429,1168.59,14,si,2025-06-02
10711,Smartphone Modelo 971,416.36,12,si,2025-04-11
10712,Auriculares Modelo 828,471.21,20,si,2025-02-20
10713,Impresora Modelo 663,574.67,0,no,2025-02-07
10714,Laptop Modelo 108,483.77,12,si,2025-03-26
10715,Escaner Modelo 954,1821.71,36,si,2025-07-11
10716,Laptop Modelo 829,1898.44,19,si,2025-03-07
10717,Monitor Modelo 799,322.1,50,si,2025-06-26
10718,Procesador Modelo 816,1343.11,5,si,2025-06-09
10719,Smartwatch Modelo 737,430.05,50,si,2025-03-14
10720,Tarjeta de Video Modelo 749,1723.96,31,si,2025-07-17
10721,Consola de Juegos Modelo 856,1186.57,7,si,2025-03-26
10722,Parlantes Modelo 570,1608.34,32,si,2025-06-10
10723,SSD Externo Modelo 311,499.12,7,si,2025-03-29
10724,Monitor Modelo 545,1633.13,46,si,2025-02-10
10725,Teclado Modelo 954,1871.7,37,si,2025-04-20
10726,Teclado Modelo 881,1719.35,25,si,2025-07-07
10727,Consola de Juegos Modelo 575,609.85,19,si,2025-05-10
10728,Smartwatch Modelo 868,1886.87,42,si,2025-07-07
10729,Consola de Juegos Modelo 426,82.56,34,si,2025-03-31
10730,Fuente de Poder Modelo 188,248.42,25,si,2025-06-15
10731,Cable HDMI Modelo 111,886.22,10,si,2025-03-16
10732,Tarjeta de Video Modelo 807,1527.52,32,si,2025-06-21
10733,Smartwatch Modelo 571,1943.72,25,si,2025-05-04
10734,Adaptador Bluetooth Modelo 773,834.73,35,si,2025-03-23
10735,Mouse Modelo 952,1198.24,34,si,2025-03-22
10736,Consola de Juegos Modelo 141,792.31,23,si,2025-04-12
10737,Smartwatch Modelo 543,1706.72,1,si,2025-05-14
10738,Procesador Modelo 332,1700.1,41,si,2025-07-16
10739,Smartphone Modelo 141,887.82,8,si,2025-06-02
10740,Procesador Modelo 436,63.01,16,si,2025-06-17
10741,Disco Duro Modelo 190,44.17,26,si,2025-06-08
10742,Escaner Modelo 453,1878.87,10,si,2025-04-11
10743,Tablet Modelo 618,671.39,9,si,2025-05-04
10744,Case Modelo 502,1550.64,35,si,2025-04-08
10745,Procesador Modelo 214,956.77,33,si,2025-07-16
10746,Cooler Modelo 437,1333.77,33,si,2025-07-01
10747,Hub USB Modelo 417,1483.02,29,si,2025-05-28
10748,Memoria RAM Modelo 975,1899.03,11,si,2025-04-10
10749,SSD Externo Modelo 907,1259.31,46,si,2025-05-06
10750,Memoria RAM Modelo 608,1009.71,15,si,2025-05-09
10751,Joystick Modelo 209,826.32,36,si,2025-02-21
10752,Consola de Juegos Modelo 990,49.56,36,si,2025-02-24
10753,Laptop Modelo 864,1801.64,50,si,2025-05-31
10754,Joystick Modelo 284,14.89,46,si,2025-05-17
10755,SSD Externo Modelo 647,1873.34,21,si,2025-03-24
10756,Microfono Modelo 527,1858.22,14,si,2025-04-04
10757,Camara IP Modelo 815,782.12,44,si,2025-05-22
10758,Adaptador Bluetooth Modelo 589,1344.34,40,si,2025-04-10
10759,Hub USB Modelo 895,484.84,37,si,2025-02-19
10760,Cable HDMI Modelo 952,727.78,28,si,2025-04-04
10761,Disco Duro Modelo 831,1153.55,15,si,2025-04-09
10762,Mouse Modelo 142,1088.81,32,si,2025-01-26
10763,Monitor Modelo 728,1247.46,34,si,2025-05-20
10764,Cooler Modelo 959,1649.23,15,si,2025-06-26
10765,Tarjeta de Video Modelo 135,333.49,28,si,2025-03-30
10766,Procesador Modelo 370,1456.36,39,si,2025-03-10
10767,Memoria RAM Modelo 649,277.07,19,si,2025-06-27
10768,Cable HDMI Modelo 677,798.57,17,si,2025-06-21
10769,Fuente de Poder Modelo 190,701.27,4,si,2025-03-15
10770,Tarjeta de Video Modelo 365,990.59,7,si,2025-03-09
10771,Proyector Modelo 886,1018.5,2,si,2025-03-16
10772,Procesador Modelo 472,1098.76,9,si,2025-04-12
10773,Disco Duro Modelo 905,1840.71,45,si,2025-03-10
10774,Case Modelo 707,371.69,33,si,2025-07-02
10775,Mouse Modelo 416,1925.23,13,si,2025-04-03
10776,Microfono Modelo 525,520.84,24,si,2025-06-27
10777,Adaptador Bluetooth Modelo 167,1113.53,14,si,2025-01-26
10778,Escaner Modelo 465,1997.9,6,si,2025-05-25
10779,Adaptador Bluetooth Modelo 770,1298.38,43,si,2025-04-28
10780,Smartphone Modelo 701,1644.78,35,si,2025-03-17
10781,Impresora Modelo 129,1263.86,27,si,2025-04-23
10782,Cable HDMI Modelo 214,246.66,7,si,2025-03-09
10783,Smartphone Modelo 550,1379.59,48,si,2025-03-20
10784,Router Modelo 185,773.0,14,si,2025-06-26
10785,Procesador Modelo 458,349.04,37,si,2025-05-02
10786,Cable HDMI Modelo 512,222.19,9,si,2025-04-17
10787,Joystick Modelo 898,1659.77,6,si,2025-04-30
10788,Impresora Modelo 606,1391.86,16,si,2025-02-12
10789,Adaptador Bluetooth Modelo 786,589.4,49,si,2025-07-24
10790,SSD Externo Modelo 964,650.66,36,si,2025-04-14
10791,Auriculares Modelo 616,354.5,9,si,2025-03-11
10792,Parlantes Modelo 969,1928.58,28,si,2025-07-19
10793,Router Modelo 292,1439.82,34,si,2025-01-28
10794,Camara IP Modelo 911,1446.2,31,si,2025-07-08
10795,Fuente de Poder Modelo 751,1742.96,29,si,2025-05-20
10796,Parlantes Modelo 289,1918.12,44,si,2025-03-28
10797,Impresora Modelo 633,1225.37,19,si,2025-02-26
10798,Escaner Modelo 255,955.44,25,si,2025-07-16
10799,Consola de Juegos Modelo 250,1346.89,40,si,2025-02-02
10800,Joystick Modelo 612,1770.22,31,si,2025-04-05
10801,Impresora Modelo 928,1279.72,4,si,2025-03-02
10802,Laptop Modelo 647,939.63,47,si,2025-02-08
10803,Escaner Modelo 313,391.5,38,si,2025-01-28
10804,Parlantes Modelo 725,161.93,39,si,2025-02-15
10805,Cooler Modelo 419,1165.2,14,si,2025-07-15
10806,Parlantes Modelo 907,816.55,36,si,2025-06-25
10807,Smartwatch Modelo 633,184.17,35,si,2025-03-04
10808,Procesador Modelo 187,421.09,7,si,2025-03-08
10809,Case Modelo 328,246.48,41,si,2025-04-10
10810,Consola de Juegos Modelo 847,1971.56,16,si,2025-04-23
10811,Adaptador Bluetooth Modelo 318,90.28,7,si,2025-07-01
10812,Hub USB Modelo 928,1035.49,21,si,2025-01-30
10813,Smartphone Modelo 789,1611.19,28,si,2025-06-16
10814,Consola de Juegos Modelo 601,1332.0,32,si,2025-02-11
10815,Smartphone Modelo 215,858.98,26,si,2025-05-17
10816,Monitor Modelo 114,1932.99,5,si,2025-03-09
10817,Smartwatch Modelo 996,1755.54,8,si,2025-03-18
10818,Memoria RAM Modelo 588,1184.99,2,si,2025-02-17
10819,Hub USB Modelo 781,642.71,29,si,2025-01-31
10820,Tarjeta de Video Modelo 679,1137.5,9,si,2025-06-04
10821,Teclado Modelo 454,302.32,41,si,2025-02-03
10822,Proyector Modelo 278,1819.77,6,si,2025-02-24
10823,Tarjeta de Video Modelo 763,281.31,28,si,2025-02-28
10824,Cable HDMI Modelo 374,1869.62,31,si,2025-07-21
10825,Webcam Modelo 516,1030.56,41,si,2025-03-24
10826,Webcam Modelo 989,775.42,27,si,2025-05-30
10827,Monitor Modelo 512,1530.0,2,si,2025-05-27
10828,Auriculares Modelo 363,158.08,8,si,2025-02-12
10829,Case Modelo 643,11.39,39,si,2025-06-08
10830,Disco Duro Modelo 586,1750.44,14,si,2025-06-14
10831,Hub USB Modelo 621,740.47,34,si,2025-07-24
10832,Hub USB Modelo 345,855.75,14,si,2025-03-05
10833,Microfono Modelo 930,1813.9,5,si,2025-03-29
10834,Camara IP Modelo 439,1409.73,42,si,2025-07-18
10835,Proyector Modelo 423,717.4,19,si,2025-07-20
10836,Parlantes Modelo 605,1100.42,41,si,2025-05-05
10837,Cooler Modelo 221,1230.2,9,si,2025-06-13
10838,Cooler Modelo 402,830.81,7,si,2025-04-09
10839,Memoria RAM Modelo 285,82.6,26,si,2025-04-25
10840,Case Modelo 588,1861.92,31,si,2025-07-23
10841,Teclado Modelo 762,228.5,31,si,2025-06-22
10842,Joystick Modelo 830,294.49,38,si,2025-03-26
10843,Consola de Juegos Modelo 751,304.87,43,si,2025-05-02
10844,Teclado Modelo 119,823.0,0,no,2025-03-25
10845,Memoria RAM Modelo 862,1717.78,15,si,2025-06-18
10846,Hub USB Modelo 213,784.87,47,si,2025-05-18
10847,Procesador Modelo 668,1789.57,13,si,2025-05-01
10848,SSD Externo Modelo 902,1248.37,34,si,2025-05-21
10849,Camara IP Modelo 604,1784.39,19,si,2025-05-19
10850,Teclado Modelo 110,1528.05,44,si,2025-04-09
10851,Tarjeta de Video Modelo 577,1421.23,34,si,2025-02-16
10852,Hub USB Modelo 336,490.48,29,si,2025-05-30
10853,Fuente de Poder Modelo 861,287.72,30,si,2025-04-17
10854,Fuente de Poder Modelo 498,399.54,8,si,2025-06-04
10855,Webcam Modelo 954,774.62,15,si,2025-05-30
10856,Laptop Modelo 562,1946.18,27,si,2025-02-24
10857,Cooler Modelo 408,199.42,22,si,2025-06-19
10858,Proyector Modelo 193,1687.57,22,si,2025-03-10
10859,Mouse Modelo 803,1030.73,39,si,2025-05-19
10860,Hub USB Modelo 293,1915.84,11,si,2025-05-10
10861,Camara IP Modelo 570,1644.33,20,si,2025-01-26
10862,Impresora Modelo 357,1048.05,44,si,2025-02-12
10863,Smartphone Modelo 178,1385.3,17,si,2025-05-09
10864,Disco Duro Modelo 245,1870.06,7,si,2025-03-04
10865,Monitor Modelo 922,1791.58,20,si,2025-04-11
10866,Parlantes Modelo 371,1103.85,24,si,2025-04-21
10867,Parlantes Modelo 452,1441.71,5,si,2025-05-06
10868,Teclado Modelo 253,482.7,32,si,2025-01-28
10869,Tarjeta de Video Modelo 319,400.65,12,si,2025-07-01
10870,Consola de Juegos Modelo 253,508.19,14,si,2025-03-16
10871,Tarjeta Madre Modelo 806,1943.82,0,no,2025-06-04
10872,Tarjeta Madre Modelo 640,137.08,18,si,2025-03-27
10873,Monitor Modelo 469,1208.5,22,si,2025-04-11
10874,Joystick Modelo 827,501.64,3,si,2025-05-08
10875,Fuente de Poder Modelo 866,1173.98,26,si,2025-04-07
10876,SSD Externo Modelo 343,400.25,40,si,2025-03-18
10877,Tablet Modelo 290,478.27,29,si,2025-04-27
10878,Proyector Modelo 908,1215.61,41,si,2025-03-08
10879,Mouse Modelo 710,550.23,46,si,2025-07-20
10880,Laptop Modelo 842,678.48,33,si,2025-07-04
10881,Impresora Modelo 199,1127.8,18,si,2025-04-17
10882,Laptop Modelo 222,248.67,46,si,2025-03-30
10883,Hub USB Modelo 349,121.32,24,si,2025-07-11
10884,Tarjeta de Video Modelo 855,159.72,47,si,2025-05-04
10885,Proyector Modelo 339,704.54,45,si,2025-03-14
10886,Cooler Modelo 766,532.0,23,si,2025-06-17
10887,Case Modelo 924,1056.76,13,si,2025-03-02
10888,Adaptador Bluetooth Modelo 909,987.49,25,si,2025-05-30
10889,Teclado Modelo 741,415.33,17,si,2025-05-13
10890,Joystick Modelo 473,1581.64,4,si,2025-06-12
10891,Tarjeta de Video Modelo 469,94.58,27,si,2025-07-06
10892,Teclado Modelo 643,591.62,24,si,2025-01-25
10893,Consola de Juegos Modelo 320,586.27,39,si,2025-06-07
10894,Tarjeta de Video Modelo 369,1159.35,33,si,2025-02-19
10895,Disco Duro Modelo 215,585.57,35,si,2025-05-17
10896,Tarjeta de Video Modelo 121,486.93,40,si,2025-06-09
10897,Fuente de Poder Modelo 307,424.02,30,si,2025-04-29
10898,Joystick Modelo 730,1623.79,11,si,2025-03-16
10899,Disco Duro Modelo 660,106.44,0,no,2025-06-22
10900,Camara IP Modelo 423,1066.3,1,si,2025-05-04
10901,Smartwatch Modelo 405,1960.82,18,si,2025-03-12
10902,Fuente de Poder Modelo 733,1501.91,19,si,2025-06-08
10903,Tablet Modelo 676,1121.45,25,si,2025-07-03
